ID,License Plate Number,Enable or not,Start time,Expiration time,Time,Alarm,Blacklist or not,Unique code
619,VEW6665,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VEW6665
620,ABKJ538,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,ABKJ538
621,VEP1622,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VEP1622
622,VEN8216,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VEN8216
623,VCY138,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCY138
624,BNG2368,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNG2368
625,WB630Y,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB630Y
626,VEE221,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VEE221
627,WA1122K,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA1122K
628,W2248W,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W2248W
629,WQJ2066,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WQJ2066
630,WVC3302,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVC3302
631,WBM1845,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WBM1845
632,ALP2011,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,ALP2011
633,JTT8821,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JTT8821
634,WQH8854,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WQH8854
635,JSH6755,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JSH6755
636,QTQ7433,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,QTQ7433
637,JMW1019,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JMW1019
638,BQA4976,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BQA4976
639,WWJ5282,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWJ5282
640,WVN3957,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVN3957
641,WTD9975,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTD9975
642,WTA9875,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTA9875
643,BFS2669,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BFS2669
644,WD1128E,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WD1128E
645,W328U,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W328U
646,WVM1312,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVM1312
647,BGE80,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BGE80
648,WVC8773,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVC8773
649,WGD3633,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WGD3633
650,JPJ9602,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JPJ9602
651,VW9767,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VW9767
652,WTM9657,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTM9657
653,WB3220W,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB3220W
654,NBH3222,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NBH3222
655,BMX6858,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BMX6858
656,WMY9899,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WMY9899
657,VS6689,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VS6689
658,V2008,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,V2008
659,PLA982,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PLA982
660,VD8775,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VD8775
661,WCY6305,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WCY6305
662,JGQ6668,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JGQ6668
663,WMW6626,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WMW6626
664,WB3663K,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB3663K
665,WD9186A,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WD9186A
666,WVQ6633,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVQ6633
667,WPH9639,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WPH9639
668,W9207A,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W9207A
669,WVW6199,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVW6199
670,WWE6612,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWE6612
671,WC2189V,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC2189V
672,AHG57,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AHG57
673,VA2032,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VA2032
674,BFB1332,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BFB1332
675,JSA6398,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JSA6398
676,BNN3713,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNN3713
677,WXA3326,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXA3326
678,WSE5191,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WSE5191
679,WB4786D,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB4786D
680,WA2226S,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA2226S
681,WLS1160,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WLS1160
682,BNM2255,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNM2255
683,WWQ9988,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWQ9988
684,WB8789B,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB8789B
685,WRN8875,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WRN8875
686,WUH9223,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUH9223
687,KCD9999,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,KCD9999
688,WC1663V,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC1663V
689,BNN22,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNN22
690,WXE626,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXE626
691,WYD9514,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYD9514
692,WYE5692,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYE5692
693,WSQ1128,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WSQ1128
694,W8200W,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W8200W
695,W8200S,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W8200S
696,WXF193,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXF193
697,WTS932,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTS932
698,WTS8180,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTS8180
699,WLG6750,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WLG6750
700,WA9213A,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA9213A
701,WRT1908,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WRT1908
702,BKH8892,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BKH8892
703,WA8550W,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA8550W
704,BNH6683,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNH6683
705,WC4905M,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC4905M
706,WAB1212,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WAB1212
707,NBP4838,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NBP4838
708,WSQ8951,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WSQ8951
709,W9167W,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W9167W
710,WYD3323,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYD3323
711,W3115K,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W3115K
712,WWH233,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWH233
713,WC3066H,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC3066H
714,WUT8211,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUT8211
715,WYQ3113,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYQ3113
716,BLL767,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BLL767
717,WUB903,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUB903
718,WVL388,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVL388
719,WA268S,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA268S
720,MW2662,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,MW2662
721,WYM391,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYM391
722,BMM235,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BMM235
723,WVF9238,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVF9238
724,BMC2255,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BMC2255
725,WA6038E,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA6038E
726,VD2525,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VD2525
727,WVE2021,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVE2021
728,WAV4787,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WAV4787
729,W5650M,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W5650M
730,WA4097J,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA4097J
731,W9414C,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W9414C
732,WVJ9820,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVJ9820
733,WPY970,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WPY970
734,WWU3018,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWU3018
735,WWW3018,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWW3018
736,AGX33,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AGX33
737,WWP6698,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWP6698
738,WUH6283,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUH6283
739,WXG3290,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXG3290
740,WXS76,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXS76
741,TTB2008,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,TTB2008
742,W3819H,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W3819H
743,WNY9598,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WNY9598
744,BHY4953,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BHY4953
745,SS8211Y,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SS8211Y
746,WSP1810,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WSP1810
747,BHP9862,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BHP9862
748,BMV3889,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BMV3889
749,WA9791E,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA9791E
750,WA2188V,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA2188V
751,WVC3300,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVC3300
752,WXT125,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXT125
753,WPY970,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WPY970
754,WUE9010,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUE9010
755,WA2772Y,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA2772Y
756,WTE131,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTE131
757,WA2830F,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA2830F
758,NDG6682,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NDG6682
759,WVC8773,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVC8773
760,WTA8276,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTA8276
761,WML2628,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WML2628
762,WYY8968,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYY8968
763,WB7318M,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB7318M
764,VW9219,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VW9219
765,KEA88,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,KEA88
766,V6319,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,V6319
767,PKM3118,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PKM3118
768,WXG4828,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXG4828
769,BNB8552,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNB8552
770,WYM6859,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYM6859
771,WVV3436,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVV3436
772,TAP6567,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,TAP6567
773,WSE398,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WSE398
774,WTN2408,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTN2408
775,WTK9892,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTK9892
776,BNL3128,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNL3128
777,PJA2855,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PJA2855
778,AFT6649,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AFT6649
779,WB2255A,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB2255A
780,WWC7192,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWC7192
781,WB5669K,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB5669K
782,WC997J,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC997J
783,VH7328,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VH7328
784,WC6189X,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC6189X
785,WPG3168,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WPG3168
786,WWW3379,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWW3379
787,WBW3838,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WBW3838
788,W4757E,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W4757E
789,W7735M,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W7735M
790,WPD113,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WPD113
791,WA8381V,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA8381V
792,JRE1007,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JRE1007
793,WKU2111,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WKU2111
794,WA3056F,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA3056F
795,WUL8098,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUL8098
796,W4138F,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W4138F
797,BMN9200,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BMN9200
798,BNN488,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNN488
799,BNB2662,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNB2662
800,WKH6900,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WKH6900
801,WHL9733,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WHL9733
802,WVA3887,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVA3887
803,WRF8620,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WRF8620
804,WVR1332,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVR1332
805,BKA9169,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BKA9169
806,WWS8555,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWS8555
807,W2368V,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W2368V
808,WSS9216,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WSS9216
809,W6165A,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W6165A
810,WA3328J,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA3328J
811,CBR8228,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,CBR8228
812,PKH9294,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PKH9294
813,CAW333,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,CAW333
814,VAE9987,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAE9987
815,VL2118,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VL2118
816,WRA6130,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WRA6130
817,BKC776,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BKC776
818,VAC7882,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAC7882
819,WQH9215,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WQH9215
820,BKM3699,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BKM3699
821,DBS9168,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DBS9168
822,WD9729D,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WD9729D
823,WYA6639,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYA6639
824,W9399C,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W9399C
825,WVA2255,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVA2255
826,WD3890A,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WD3890A
827,VA4827,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VA4827
828,WC7009R,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC7009R
829,WUK3376,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUK3376
830,ZWA67A,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,ZWA67A
831,BNP6180,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNP6180
832,WA408P,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA408P
833,WSP6573,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WSP6573
834,WC6878G,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC6878G
835,WYN7303,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYN7303
836,GT9009,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,GT9009
837,WB5885D,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB5885D
838,WXG5630,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXG5630
839,WC5522T,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC5522T
840,BNU5519,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNU5519
841,VAA7899,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAA7899
842,EVB700,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,EVB700
843,VN8171,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VN8171
844,WTK2727,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTK2727
845,WWT7269,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWT7269
846,BME9848,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BME9848
847,WA6301L,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA6301L
848,BME4488,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BME4488
849,WXQ7765,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXQ7765
850,WSE288,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WSE288
851,WXT7777,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXT7777
852,WLD7344,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WLD7344
853,WVU1178,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVU1178
854,WD7590A,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WD7590A
855,PHE424,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PHE424
856,BPA221,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BPA221
857,VJ6812,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VJ6812
858,WWA7812,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWA7812
859,WVF5209,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVF5209
860,BNX5666,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNX5666
861,WST8879,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WST8879
862,AKF2932,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AKF2932
863,WWE4748,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWE4748
864,WTU3158,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTU3158
865,BPE1892,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BPE1892
866,EZQSL8,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,EZQSL8
868,WYV8098,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYV8098
869,WVV8098,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVV8098
870,WB8133W,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB8133W
871,WTN6002,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTN6002
872,WXM9018,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXM9018
873,WUD9018,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUD9018
874,W9831M,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W9831M
875,BLS8058,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BLS8058
876,VR733,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VR733
877,REVX79,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,REVX79
878,WWY933,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWY933
879,WTW8519,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTW8519
880,VS2408,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VS2408
881,BLU5500,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BLU5500
882,WXW5583,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXW5583
883,VF6220,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VF6220
884,VP1927,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VP1927
885,AJG620,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AJG620
886,WWN9218,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWN9218
887,VU7823,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VU7823
888,WB348J,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB348J
889,WB3835S,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB3835S
890,MBQ85,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,MBQ85
891,BMY4014,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BMY4014
892,1M4U5524,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,1M4U5524
893,WUG2760,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUG2760
894,BHS7328,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BHS7328
895,NCU7118,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NCU7118
896,WB8298W,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB8298W
897,WWC1710C,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWC1710C
898,BLP9391,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BLP9391
899,WPS2500,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WPS2500
900,WVN3957,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVN3957
901,WPK800,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WPK800
902,BGT131,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BGT131
903,WPF7885,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WPF7885
904,WUD8322,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUD8322
905,WC6630J,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC6630J
906,WWC92,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWC92
907,WXF2821,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXF2821
908,WQM2711,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WQM2711
909,VAJ8933,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAJ8933
910,WXQ1388,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXQ1388
911,JNL98,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JNL98
912,BKU5085,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BKU5085
913,WC9382L,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC9382L
914,WB9899Y,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB9899Y
915,WXD8468,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXD8468
916,WYC7055,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYC7055
917,V7778,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,V7778
918,WVF9238,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVF9238
919,WRU5054,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WRU5054
920,W9318J,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W9318J
921,WHY4718,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WHY4718
922,WA5731D,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA5731D
923,WC8888X,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC8888X
924,WWB7268,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWB7268
925,WYG9855,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYG9855
926,WDY6119,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WDY6119
927,PHU8968,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PHU8968
928,WA9652U,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA9652U
929,WXT125,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXT125
930,VB3189,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VB3189
931,VAK2253,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAK2253
932,WHY5692,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WHY5692
