ID,License Plate Number,Enable or not,Start time,Expiration time,Time,Alarm,Blacklist or not,Unique code
1544,ALV8889,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,ALV8889
1545,NCA7764,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NCA7764
1546,JFE7020,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JFE7020
1547,DCA33,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DCA33
1548,AKT109,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AKT109
1549,WPF2489,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WPF2489
1550,VHQ7709,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHQ7709
1551,W2148D,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W2148D
1552,DCQ9732,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DCQ9732
1553,PKF18,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PKF18
1554,MBF9397,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,MBF9397
1555,PPJ9533,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PPJ9533
1556,WPY7861,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WPY7861
1557,W8327S,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W8327S
1558,VAP8800,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAP8800
1559,MALAYSIA1463,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,MALAYSIA1463
1560,VP9933,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VP9933
1561,BKH3591,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BKH3591
1562,Q717,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,Q717
1563,VK3205,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VK3205
1564,SYK720,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SYK720
1565,QM7769H,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,QM7769H
1566,WYY3443,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYY3443
1567,VDF5242,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDF5242
1568,WKY3858,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WKY3858
1569,FB1166,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,FB1166
1570,JGM4993,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JGM4993
1571,CEM1049,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,CEM1049
1572,VHN9647,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHN9647
1573,MDJ25,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,MDJ25
1574,RAC2255,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,RAC2255
1575,VFQ7823,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFQ7823
1576,WXN9378,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXN9378
1577,AMJ2398,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AMJ2398
1578,WNS5698,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WNS5698
1579,VCD2682,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCD2682
1580,BHB2286,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BHB2286
1581,VHY6585,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHY6585
1582,CCR6302,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,CCR6302
1583,WA6585U,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA6585U
1584,WA6585R,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA6585R
1585,WPB6585,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WPB6585
1586,VEK9109,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VEK9109
1587,WC2434J,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC2434J
1588,NBS1382,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NBS1382
1589,VFH8192,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFH8192
1590,WC8578G,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC8578G
1591,WXN2922,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXN2922
1592,RR2123,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,RR2123
1593,VHV4719,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHV4719
1594,PLU6278,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PLU6278
1595,VJA2927,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VJA2927
1596,VHP3983,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHP3983
1597,VHR3605,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHR3605
1598,SU8317DD,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SU8317DD
1599,WYD9247,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYD9247
1600,DEG3943,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DEG3943
1601,VHK3101,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHK3101
1602,AHM453,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AHM453
1603,VGT1691,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGT1691
1604,VW8361,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VW8361
1605,PQE988,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PQE988
1606,VHV5934,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHV5934
1607,FA158,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,FA158
1608,VDD5105,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDD5105
1609,VHQ1552,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHQ1552
1610,NAV3226,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NAV3226
1611,SYT1819,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SYT1819
1612,WLV7200,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WLV7200
1613,VGC1366,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGC1366
1614,VGM1366,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGM1366
1615,WYY8250,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYY8250
1616,PNW165,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PNW165
1617,VJH4928,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VJH4928
1618,DCJ6314,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DCJ6314
1619,BMU8778,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BMU8778
1620,QM7796M,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,QM7796M
1621,AHQ6136,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AHQ6136
1622,VJR8287,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VJR8287
1623,VA566,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VA566
1624,ALU262,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,ALU262
1625,WQQ7163,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WQQ7163
1626,VDC7171,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDC7171
1627,BGC1471,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BGC1471
1628,VJU7225,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VJU7225
1629,W1801S,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W1801S
1630,VBB5189,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBB5189
1631,VL712,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VL712
1632,VFF1312,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFF1312
1633,VAS3613,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAS3613
1634,VKV8628,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VKV8628
1635,VKT9937,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VKT9937
1636,RAN2942,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,RAN2942
1637,SD3533T,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SD3533T
1638,BJP2837,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BJP2837
1639,SNE1938,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SNE1938
1640,VKT6089,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VKT6089
1641,VGU3239,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGU3239
1642,SWH8278,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SWH8278
1643,WWD5375,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWD5375
1644,DER6898,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DER6898
1645,WST8698,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WST8698
1646,BRG633,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BRG633
1647,WFG979,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WFG979
1648,WWD114,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWD114
1649,VEW6778,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VEW6778
1650,WPU5692,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WPU5692
1651,VF3068,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VF3068
1652,ST2138V,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,ST2138V
1653,VHM1611,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHM1611
1654,VAA2854,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAA2854
1655,BRB8776,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BRB8776
1656,WXL3911,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXL3911
1657,YC3600,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,YC3600
1658,VBB1846,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBB1846
1659,BQT2813,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BQT2813
1660,VBR9165,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBR9165
1661,TABB16,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,TABB16
1662,VKX3823,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VKX3823
1663,VKT7522,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VKT7522
1664,VYV6252,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VYV6252
1665,VJU3761,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VJU3761
1666,WBG55,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WBG55
1667,CEQ1037,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,CEQ1037
1668,KEN1554,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,KEN1554
1669,VJH4420,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VJH4420
1670,VBE482,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBE482
1671,WTM9657,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTM9657
1672,VCQ3525,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCQ3525
1673,WXD6911,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WXD6911
1674,VC9679,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VC9679
1675,WYW9753,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYW9753
1676,VBX6157,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBX6157
1677,QCP9,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,QCP9
1678,PKA5333,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PKA5333
1679,PGP9717,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PGP9717
1680,SYH3720,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SYH3720
1681,VKR9916,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VKR9916
1682,VU22,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VU22
1683,BNJ58,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNJ58
1684,DES6969,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DES6969
1685,VEY5571,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VEY5571
1686,VCM6196,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCM6196
1687,BKM8822,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BKM8822
1688,RN34,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,RN34
1689,NCM71,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NCM71
1690,VGA3344,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGA3344
1691,VKT2718,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VKT2718
1692,SBH6488X,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SBH6488X
1693,WWE481,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWE481
1694,VFC851,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFC851
1695,JGQ9895,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JGQ9895
1696,VHT2856,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHT2856
1697,WSL7777,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WSL7777
1698,BHM3625,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BHM3625
1699,TCR8580,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,TCR8580
1700,WTB7502,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTB7502
1701,WLG3492,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WLG3492
1702,AKM2494,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AKM2494
1703,VBK9394,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBK9394
1704,VKR4330,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VKR4330
1705,VBU9021,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBU9021
1706,VCC66,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VCC66
1707,VFG3271,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFG3271
1708,WC9293Y,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC9293Y
1709,WWE4753,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWE4753
1710,VDD9125,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDD9125
1711,VBT8901,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBT8901
1712,WVH3189,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVH3189
1713,WPB9115,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WPB9115
1714,WUE2315,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUE2315
1715,VDB1171,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDB1171
1716,WB1011A,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB1011A
1717,BRJ8354,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BRJ8354
1718,VDR3065,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDR3065
1719,VBU8846,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBU8846
1720,KFN9223,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,KFN9223
1721,WWK8313,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWK8313
1722,VKN7352,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VKN7352
1723,NDS217,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NDS217
1724,WYY7081,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYY7081
1725,WMP5487,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WMP5487
1726,WTY4229,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WTY4229
1727,WUM9001,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUM9001
1728,WB1011A,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB1011A
1729,VJN17,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VJN17
1730,VHY235,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHY235
1731,WSG6793,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WSG6793
1732,WVE969,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVE969
1733,JVM3311,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JVM3311
1734,CEQ398,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,CEQ398
1735,WWD5873,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWD5873
1736,VJL4073,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VJL4073
1737,WUE906,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUE906
1738,BJQ3926,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BJQ3926
1739,WC9355J,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC9355J
1740,VJT5525,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VJT5525
1741,VGH6060,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGH6060
1742,VBC8133,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VBC8133
1743,AKU8888,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AKU8888
1744,UUU291,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,UUU291
1745,QS117Q,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,QS117Q
1746,SYW5056,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,SYW5056
1747,VKC8828,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VKC8828
1748,VJP9037,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VJP9037
1749,VGP86,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VGP86
1750,WWE7946,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWE7946
1751,BLM78,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BLM78
1752,VFH6170,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFH6170
1753,PHM1654,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PHM1654
1754,QBF7282,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,QBF7282
1755,MDL2183,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,MDL2183
1756,VJW8897,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VJW8897
1757,WNB968,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WNB968
1758,VAS1021,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAS1021
1759,JMP9202,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JMP9202
1760,PKT4778,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PKT4778
1761,WUQ1946,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUQ1946
1762,WSQ1128,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WSQ1128
1763,VJR7441,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VJR7441
1764,PQD9469,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PQD9469
1765,VHN628,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VHN628
1766,WJH6060,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WJH6060
1767,WYJ2993,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYJ2993
1768,RH9262,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,RH9262
1769,WSX1666,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WSX1666
1770,VJY9710,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VJY9710
1771,VFN5441,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFN5441
1772,VEJ595,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VEJ595
1773,ALT5630,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,ALT5630
1774,VAB7772,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAB7772
1775,VKF7709,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VKF7709
1776,WA3019R,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA3019R
1777,VJT8180,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VJT8180
1778,WUJ4060,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUJ4060
1779,NCG3118,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,NCG3118
1780,WA7833V,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WA7833V
1781,BGL6963,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BGL6963
1782,BRE5881,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BRE5881
1783,BRE7087,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BRE7087
1784,YA471,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,YA471
1785,CED86,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,CED86
1786,WVE2820,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVE2820
1787,VEK8288,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VEK8288
1788,DCV638,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DCV638
1789,KFC8728,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,KFC8728
1790,JSN6599,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JSN6599
1791,VJE5126,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VJE5126
1792,W8514S,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,W8514S
1793,VDS5027,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDS5027
1794,WB6682X,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB6682X
1795,VFV405,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFV405
1796,WB3989E,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB3989E
1797,DDT8820,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DDT8820
1798,WGN8893,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WGN8893
1799,BKF141,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BKF141
1800,VH6313,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VH6313
1801,BRB4765,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BRB4765
1802,TCP7573,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,TCP7573
1803,BPP8367,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BPP8367
1804,VJJ9832,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VJJ9832
1805,WWQ8235,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WWQ8235
1806,VDY3184,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VDY3184
1807,VEC7195,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VEC7195
1808,BRF7709,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BRF7709
1809,WVR2011,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVR2011
1810,DER9288,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DER9288
1811,PNS4347,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PNS4347
1812,VKD1536,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VKD1536
1813,VKD3717,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VKD3717
1814,DER179,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DER179
1815,CES4712,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,CES4712
1816,QRS6585,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,QRS6585
1817,DBK396,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DBK396
1818,JSS7774,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JSS7774
1819,BQQ6860,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BQQ6860
1820,PCY84,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,PCY84
1821,VAA6236,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAA6236
1822,BNE7296,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNE7296
1823,"RM7,022",yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,"RM7,022"
1824,WQR7476,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WQR7476
1825,WC3248R,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC3248R
1826,WUD2225,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WUD2225
1827,WC4584C,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC4584C
1828,WQY7472,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WQY7472
1829,VAA1661,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VAA1661
1830,VFY5701,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VFY5701
1831,BMU6847,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BMU6847
1832,VKD6319,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VKD6319
1833,WND1026,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WND1026
1834,AMP1366,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AMP1366
1835,BNB9112,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BNB9112
1836,WVH219,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WVH219
1837,VX2019,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VX2019
1838,WB4778S,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WB4778S
1839,WYB5547,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WYB5547
1840,DCR3978,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,DCR3978
1841,WC2619B,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,WC2619B
1842,VJM9653,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,VJM9653
1843,BJC1189,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BJC1189
1844,BPB9955,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BPB9955
1845,JSB3651,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,JSB3651
1846,AKG8570,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,AKG8570
1847,BEU75,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BEU75
1848,BPX3670,yes,1/7/2023 0:00,31/8/2023 0:00,no,no,no,BPX3670
